"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","soilsap_relabund","soilsap_richness","soilsap_shannon.div","soilsap_simpson.div","soilsap_invsimpson.div","soilsap_evenness","littersap_relabund","littersap_richness","littersap_shannon.div","littersap_simpson.div","littersap_invsimpson.div","littersap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","Season.Year","agb","agb0","weeds","inputC0","inputN0","inputCN","inorgN0","EEA_C","EEA_N","corn_yield","soybean_yield","cotton_yield","Yield_scaled","Yield_min","Yield_max","corn_yield_2021","corn_yield_2022","corn_yield_2023","cotton_yield_2022","soybean_yield_2021","soybean_yield_2022","soybean_yield_2023","multifunctionality_index_soil","multifunctionality_index_soil2","multifunctionality_index_agronomy","multifunctionality_index_agronomy2","multifunctionality_index_yield","multifunctionality_index_yield2","tissue.N.percent_scaled","tissue.P.percent_scaled","tissue.K.percent_scaled","tissue.Ca.percent_scaled","tissue.Mg.percent_scaled","tissue.S.percent_scaled","tissue.B.ppm_scaled","tissue.Cu.ppm_scaled","tissue.Fe.ppm_scaled","tissue.Mn.ppm_scaled","tissue.Zn.ppm_scaled","tissue.Na.ppm_scaled","multifunctionality_index_nutrition","multifunctionality_index_nutrition2","YearN"
"61",901,"401","4","0-10 cm","2021","Fall","Soybean-Soybean-Soybean","SHM",0.212809917,NA,58.1254,6.52,3.01291,35.330708,11.327857,38.385884,16.905919,90.200229,4.946207,NA,NA,1243,6.749033926,0.998191797,553.0353922,0.947195198,532,4.800852027,0.979478603,48.72962561,0.764875691,0.005790978,13,2.370965994,0.893219621,9.365016388,0.924371464,0.126432211,45,2.301525624,0.771878997,4.383638447,0.604604593,0.268944948,68,2.873914168,0.887398275,8.880858622,0.68110177,0.058058904,38,2.791982197,0.903840572,10.39939626,0.767537063,9.61,1.05,1.403752,5.08462,NA,1.96,73.16,21.48,14.61,52.91,NA,NA,11.1669,4.6381,15.805,16.072,87.252,1152.052,46.212,61.34,1.364,189.672,0.38,0.496,19.56,6.984,0.324,44.412,64.84,11.24004571,66.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408563182,22.222928,0.74,0,0.02,3.6,51.96,38.94,63.79,"Soybean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high B,","Fall 2021",0.9452,94.52,0.0074,40.8563182,2.2222928,18.3847592900449,15.805,54.617682,55.291803,NA,4.2898775,NA,0.666999500748877,37.07,77.13,NA,NA,NA,NA,4.2898775,NA,NA,0.307692307692308,0.391238276062727,0.5,0.495510186485174,0,0.37400281557954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"62",904,"402","4","0-10 cm","2021","Fall","Soybean-Soybean-Soybean","Wheat-Clover",0.210131332,NA,60.7441,6.59,3.704139,60.871913,21.093121,44.151771,19.922333,127.539478,7.387958,NA,NA,1773,7.065566205,0.998516875,674.2519289,0.944540328,602,4.910176409,0.979014345,47.65159919,0.767184203,0.002298753,8,1.86934499,0.820473251,5.570200573,0.898964916,0.189200119,56,2.536204162,0.840516822,6.270253792,0.630057783,0.128389596,65,3.352040263,0.945133635,18.22610271,0.803001745,0.027074199,31,2.619661299,0.874757723,7.98452428,0.76286286,10.7,1.12,3.06299,5.233076,NA,3.57,75.08,18.32,28.63,48.91,NA,NA,9.9957,4.1359,14.1316,16.76,82.712,1175,44.864,60.524,1.464,170.072,0.38,0.444,14.072,7.008,0.34,36.96,76.47,19.53324764,68.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37246917,13.80107,0.6,92.76,1.34,0,0,0,58.44,"Soybean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high B,","Fall 2021",0.941,94.1,0.006,37.246917,1.380107,26.9884269842846,14.1316,93.057131,64.074104,NA,3.93009,NA,0.533449825262107,37.07,77.13,NA,NA,NA,NA,3.93009,NA,NA,0.384615384615385,0.484245103357851,0.333333333333333,0.408421947522007,0,0.122946973251994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"63",907,"403","4","0-10 cm","2021","Fall","Soybean-Soybean-Soybean","No cover",0.211214953,NA,44.6657,6.76,4.845407,68.103672,29.710581,80.054515,18.431202,114.465148,6.83626,NA,NA,1352,6.775552815,0.998142448,538.3430787,0.9398298,355,4.32490469,0.965808564,29.24709007,0.736515316,0,0,NA,NA,NA,NA,0.165607301,50,2.14695674,0.737548246,3.810224114,0.548809845,0.110899513,49,2.928669441,0.904505642,10.47182289,0.752519186,0.035911261,16,1.998555447,0.75935349,4.155472686,0.720826508,8.09,0.88,1.2602304,4.172728,NA,1.72,77.56,18.2,15.58,51.58,NA,NA,6.2533,6.5555,12.8088,15.572,110.948,1153.164,49.296,50.908,5.14,165.092,0.4,0.516,12.96,6.94,0.316,45.968,57.77,8.773364111,88.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01365705,0.64945,3.1,0,0,0,0,0,58.52,"Soybean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high lap, high nh-n, high K, high Zn, high B,","Fall 2021",NA,NA,0.031,1.365705,0.064945,21.0286396181384,12.8088,109.49592,98.485717,NA,3.93547,NA,0.535446829755367,37.07,77.13,NA,NA,NA,NA,3.93547,NA,NA,0.307692307692308,0.4107253448964,0.6,0.432457760569227,0,0.126701079305491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"64",910,"404","4","0-10 cm","2021","Fall","Soybean-Soybean-Soybean","Wheat",0.203539823,NA,89.841,6.715,2.226438,32.974375,10.667721,23.229065,10.616424,76.442037,4.125535,NA,NA,743,6.246064681,0.997241197,362.4759856,0.944842213,632,5.263964123,0.988215845,84.85971078,0.816259018,0.006016121,18,2.702133517,0.917983683,12.1926957,0.934874038,0.144542658,58,2.991762627,0.895222994,9.544078772,0.736806949,0.209882793,83,3.536043014,0.955821008,22.63519265,0.800219634,0.042930571,33,2.70247562,0.89534916,9.555585036,0.772907129,9.79,1.06,3.1897152,6.266432,NA,2.02,87.52,11.12,32.58,64.01,NA,NA,12.0987,3.8812,15.9799,14.908,110.144,1182.052,52.268,53.172,1.468,156.472,0.396,0.44,18.624,6.652,0.292,40.768,79,15.25966175,65.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838345018,34.051712,1.08,198.68,0.06,0,0,0,55.82,"Soybean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high K, high B,","Fall 2021",1.9874,198.74,0.0108,83.8345018,3.4051712,24.6197612031959,15.9799,49.994069,33.845489,NA,3.753895,NA,0.468047928107838,37.07,77.13,NA,NA,NA,NA,3.753895,NA,NA,0.384615384615385,0.426864931641147,0.333333333333333,0.518617718008382,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"65",913,"405","4","0-10 cm","2021","Fall","Soybean-Soybean-Soybean","Clover",0.189835575,NA,0,6.75,2.277707,20.605671,5.936679,12.264791,6.632235,42.893139,3.690443,NA,NA,943,6.446737969,0.997580682,413.3395807,0.941257932,348,4.668496806,0.977352156,44.15431312,0.797733302,0.001849386,3,0.973253121,0.5952,2.470355731,0.885893168,0.184272821,42,2.352570516,0.781235571,4.571127061,0.62942174,0.148345416,39,2.777596847,0.888771289,8.990484442,0.758168448,0.026458549,19,2.582501642,0.894076324,9.440759965,0.877077657,9.47,1.07,2.98944,6.67436,NA,1.92,86.68,11.84,31.57,70.48,NA,NA,10.2034,3.6434,13.8468,18.916,107.844,1189.548,53.908,46.28,1.28,150.148,0.396,0.38,17.232,6.576,0.296,41.184,81.57,10.67674836,80.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08630294,3.23501,5.1,0,15.5,0,0,0,59.88,"Soybean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high K, high B,","Fall 2021",0.155,15.5,0.051,8.630294,0.323501,26.6777969774437,13.8468,32.5105,18.897026,NA,4.02693,NA,0.569395906140789,37.07,77.13,NA,NA,NA,NA,4.02693,NA,NA,0.307692307692308,0.367620188758453,0.333333333333333,0.342945899314687,0,0.190520882214923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"66",916,"406","4","0-10 cm","2021","Fall","Corn-Soybean-Corn","Wheat",0.190317195,NA,37.9955,6.755,2.544189,30.801665,9.922078,15.026269,7.188589,67.215006,4.20402,NA,NA,761,6.284234052,0.997297491,370.0265557,0.947186335,414,5.23500189,0.99040164,104.1844636,0.868755116,0.003574092,6,1.446181105,0.706994329,3.412903226,0.807129043,0.130625311,43,3.025484272,0.921808058,12.78904159,0.804393326,0.113531825,39,3.103231057,0.933505261,15.03878364,0.847053048,0.068000995,24,2.523837361,0.850707198,6.698246576,0.794145567,9.1,1,3.82725,5.81154,NA,2.92,82.2,15.2,42.06,63.86,NA,NA,4.51,4.0399,8.5499,14.404,70.62,1143.796,56.024,40.044,1.084,124.852,0.392,0.432,16.756,7.696,0.38,41.636,85.66,9.820045927,54.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89056684,27.40347,2.6,209.9,0,0,0,0,123.3,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high B,","Fall 2021",2.099,209.9,0.026,89.056684,2.740347,32.4983237524299,8.5499,47.471952,22.214858,7.739541,NA,NA,0.449213811525528,49.25289642,214.09,7.739541,NA,NA,NA,NA,NA,NA,0.230769230769231,0.349824233678026,0.166666666666667,0.467842368276145,0,0.345327372368042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"67",919,"407","4","0-10 cm","2021","Fall","Corn-Soybean-Corn","Clover",0.195,NA,19.9786,6.82,2.418826,30.58843,9.443403,17.458068,9.52123,81.869904,3.816067,NA,NA,449,5.630266983,0.993738849,159.7150536,0.921933172,118,4.002043621,0.963591576,27.46617122,0.838882453,0,0,NA,NA,NA,NA,0.071682992,10,2.044860666,0.851906986,6.752512998,0.888071704,0.166801587,11,1.769555623,0.773028176,4.405833215,0.737962013,0.049461669,3,0.910718209,0.561670787,2.281390268,0.828971438,9.37,1.02,2.8743432,5.552384,NA,2.01,84.64,15,30.68,59.26,NA,NA,6.0463,5.298,11.3443,12.524,72.18,1249.364,61.428,41.336,1.252,127.908,0.38,0.448,19.432,7.872,0.324,44.112,86.39,11.94253363,57.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15245798,5.00392,20.6,0,15,0,0,0,152.82,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness, high nh-n, high B,","Fall 2021",0.15,15,0.206,15.245798,0.500392,30.4677093158963,11.3443,46.266726,26.979298,9.5925114,NA,NA,0.628299705167629,49.25289642,214.09,9.5925114,NA,NA,NA,NA,NA,NA,0.153846153846154,0.360139316632565,0.333333333333333,0.324133601198401,1,0.558191520046149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"68",922,"408","4","0-10 cm","2021","Fall","Corn-Soybean-Corn","No cover",0.181674566,NA,44.9511,6.63,2.37327,38.297211,11.566529,16.821948,13.577707,107.072267,4.698862,NA,NA,899,6.338994054,0.997197092,356.7723711,0.932029151,307,4.701835068,0.981575419,54.27531862,0.821016251,0.008442543,8,1.921812327,0.834204228,6.031516886,0.924196371,0.133654738,24,1.942316255,0.793311714,4.838203562,0.61116531,0.206627283,37,2.757069065,0.905644838,10.59825425,0.763536899,0.097440076,16,1.280118144,0.465593933,1.871236241,0.461705024,9.71,1.06,3.051342,6.66864,NA,1.59,84.2,15.12,31.42,68.68,NA,NA,6.6194,4.057,10.6764,11.928,60.556,1137.84,62.032,35.944,1.212,116.216,0.36,0.436,15.376,8.64,0.312,37.608,67.51,9.49096079,46.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186914918,7.50698,44.42,0,0,0,0,0,148.12,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021",NA,NA,0.4442,18.6914918,0.750698,24.8988165680473,10.6764,56.935872,30.399655,9.2974924,NA,NA,0.599786707196157,49.25289642,214.09,9.2974924,NA,NA,NA,NA,NA,NA,0.230769230769231,0.363538719694375,0.4,0.401285963814534,1,0.524300548024229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"69",925,"409","4","0-10 cm","2021","Fall","Corn-Soybean-Corn","Wheat-Clover",0.187588152,NA,12.0045,6.615,4.758413,54.754715,18.954878,30.960438,14.306772,140.413244,6.975956,NA,NA,856,6.320148107,0.997068975,341.1775877,0.936003411,308,4.590045925,0.97807488,45.60978367,0.801041186,0.00319942,4,1.276743945,0.698291207,3.314454277,0.920976079,0.129516163,39,3.022571033,0.92523104,13.37453412,0.825036215,0.183453563,36,2.526076626,0.867460049,7.544894902,0.704915104,0.102441822,21,1.274800747,0.453001571,1.828158814,0.418719445,10.51,1.13,2.74051,6.43264,NA,1.58,84.64,15.08,26.08,61.2,NA,NA,6.394,6.0177,12.4117,10.776,78.764,1169.096,67.268,40.968,1.584,109.888,0.396,0.448,14.864,7.908,0.392,35.396,86.2,10.65839185,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32726422,43.976046,2.14,318.32,0,0,0,0,114.1,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n, high B,","Fall 2021",3.1832,318.32,0.0214,132.726422,4.3976046,30.1815270067709,12.4117,85.443962,45.26721,7.162057,NA,NA,0.393401134645198,49.25289642,214.09,7.162057,NA,NA,NA,NA,NA,NA,0.384615384615385,0.426794925873038,0.5,0.574200326131982,0,0.278987597346409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"70",928,"410","4","0-10 cm","2021","Fall","Corn-Soybean-Corn","SHM",0.186046512,NA,30.6585,6.665,2.821312,37.047943,13.393055,16.661291,14.837636,81.592253,5.420536,NA,NA,1282,6.702825927,0.997918682,480.4648614,0.936649033,583,5.063700645,0.985716669,70.01168127,0.795155748,0.004060255,12,2.330992619,0.88890445,9.001260637,0.938060437,0.132330683,46,2.512040381,0.856472384,6.967300286,0.65611796,0.178579151,66,3.187975166,0.929620761,14.20873559,0.760915961,0.03911299,40,2.945857121,0.919855387,12.47744499,0.798577768,10.12,1.1,2.8885992,6.86106,NA,1.99,84.6,14.68,28.54,67.8,NA,NA,11.8868,5.0822,16.969,11.632,63.524,1222.26,64.072,31.8,1.412,112.036,0.38,0.38,13.792,9.592,0.28,36.236,83.37,30.63277984,53.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740128576,45.611684,11.84,0,0.1,2.56,67.48,89.48,136.03,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high nh-n, high inorg. n, high wen, high B,","Fall 2021",1.5962,159.62,0.1184,74.0128576,4.5611684,16.2267320803152,16.969,58.682846,31.498927,8.5386031,NA,NA,0.526441569861028,49.25289642,214.09,8.5386031,NA,NA,NA,NA,NA,NA,0.307692307692308,0.424447738115366,0.5,0.559485241814198,0,0.43712143063167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"71",931,"411","4","0-10 cm","2021","Fall","Corn-Corn-Corn","Wheat-Clover",0.19614711,NA,47.9952,6.705,2.365045,35.47361,11.884431,18.54872,12.286489,79.974197,4.011517,NA,NA,956,6.451692065,0.99753706,406.0188234,0.940101945,487,4.777541683,0.979174468,48.01798085,0.772032607,0.017576231,30,3.084324009,0.943535416,17.71021644,0.906834759,0.128631744,48,2.747390962,0.893100213,9.354555604,0.709699898,0.206974199,49,2.790206488,0.90409792,10.42730254,0.716941244,0.055105551,29,1.824702402,0.657818417,2.922424959,0.541889544,8.98,1.02,2.0149904,6.624576,NA,1.35,89.28,13.88,22.44,73.77,NA,NA,6.4692,3.8419,10.3111,12,62.484,1070.228,45.54,41.808,0.876,125.812,0.312,0.332,13.576,6.868,0.36,32.204,74.23,11.37848156,56.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3607379,51.280068,3.96,320.52,2.16,0,0,0,152.11,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021",3.2268,322.68,0.0396,136.07379,5.1280068,26.5354152806506,10.3111,53.734603,30.835209,9.5479447,NA,NA,0.623992422495343,49.25289642,214.09,9.5479447,NA,NA,NA,NA,NA,NA,0.230769230769231,0.354291380557501,0.666666666666667,0.646652907058861,1,0.553071820017306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"72",934,"412","4","0-10 cm","2021","Fall","Corn-Corn-Corn","No cover",0.190812721,NA,79.8094,6.76,1.488269,27.118868,6.733007,14.600391,11.643696,64.666651,2.914408,NA,NA,820,6.355854228,0.997563063,410.3512625,0.94731941,412,4.867741256,0.983443487,60.39919131,0.808457462,0.010022824,14,2.327938923,0.873198706,7.886354851,0.882110024,0.219559393,54,2.525807693,0.84735763,6.551260977,0.633195737,0.169941451,48,3.094846294,0.926093367,13.53058522,0.799453783,0.037461546,26,2.897667792,0.932313495,14.77399373,0.889374442,8.57,1,1.0813136,5.9784,NA,2.19,75.2,24.96,12.62,69.76,NA,NA,6.294,2.6688,8.9628,12.552,55.352,889.768,37.908,34.212,0.936,115.192,0.304,0.36,13.776,8.12,0.248,26.8,57.61,4.243110747,83.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1456487,6.75046,34.6,0,0,0,0,0,189.73,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021",NA,NA,0.346,14.56487,0.675046,21.5761148129165,8.9628,38.254552,26.244087,11.9093521,NA,NA,0.852217738173387,49.25289642,214.09,11.9093521,NA,NA,NA,NA,NA,NA,0.230769230769231,0.317461232464707,0.6,0.480522865306383,1,0.824343813094895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"73",937,"413","4","0-10 cm","2021","Fall","Corn-Corn-Corn","Wheat",0.208928571,NA,33.3798,6.715,3.087654,39.980745,12.434355,27.672052,15.784329,124.729068,5.705508,NA,NA,1046,6.577560606,0.99797534,493.9101998,0.946040173,567,5.247517641,0.989277106,93.25840809,0.827637266,0.027676255,43,3.556515671,0.965857912,29.28936246,0.945580018,0.147141701,53,3.048964655,0.922264099,12.86406904,0.767944706,0.141589711,56,2.936865219,0.911498207,11.29920607,0.729592206,0.076416595,40,2.72787352,0.888115241,8.937767834,0.739485677,9.35,1.03,1.6489824,5.410432,NA,2.34,78.64,20.08,17.64,57.87,NA,NA,6.9316,4.25,11.1816,15.936,68.6,1052.272,43.556,48.956,2.252,144.176,0.368,0.48,18.284,8.776,0.316,34.408,78.17,7.290945401,60.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.121410716,33.713094,3.38,257.48,0,0,0,0,131.67,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high B,","Fall 2021",2.5748,257.48,0.0338,112.1410716,3.3713094,33.2633580293758,11.1816,61.208262,43.456381,8.2649259,NA,NA,0.499991214296002,49.25289642,214.09,8.2649259,NA,NA,NA,NA,NA,NA,0.307692307692308,0.380772764055053,0.5,0.517832038032815,0,0.405682145947505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"74",940,"414","4","0-10 cm","2021","Fall","Corn-Corn-Corn","Clover",0.20662768,NA,39.1205,6.76,4.097331,43.085608,14.466385,27.73599,12.999099,85.031572,7.150236,NA,NA,1556,6.911530194,0.998383456,618.6038073,0.940360402,553,5.210506936,0.987070003,77.33953815,0.825053296,0.021073863,34,3.353354513,0.957890839,23.74780135,0.950939216,0.1262693,45,2.71355102,0.878260361,8.214251403,0.712842556,0.161183753,55,3.270864434,0.947387462,19.00687613,0.816219736,0.051710947,38,3.105270462,0.935137929,15.4173308,0.853662381,9.5,1.05,2.0275,6.074016,NA,3.24,81.64,16.32,21.34,63.94,NA,NA,7.3199,2.7251,10.045,19.132,72.92,1123.744,48.044,43.376,3.512,157.268,0.36,0.436,14.556,7.844,0.344,40.044,62.17,15.67773113,58.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150863072,5.607136,16.96,0,18.56,0,0,0,183.68,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021",0.1856,18.56,0.1696,15.0863072,0.5607136,26.9055489290789,10.045,68.79956,40.735089,11.5295936,NA,NA,0.815514836529257,49.25289642,214.09,11.5295936,NA,NA,NA,NA,NA,NA,0.307692307692308,0.371641374053484,0.333333333333333,0.381606712087022,1,0.78071820017306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"75",943,"415","4","0-10 cm","2021","Fall","Corn-Corn-Corn","SHM",0.226937269,NA,60.6444,6.695,2.658169,40.376191,14.504109,36.05503,14.52653,98.710234,5.119458,NA,NA,1035,6.558027756,0.997808212,456.2484937,0.944667203,592,5.182237632,0.988264438,85.21108407,0.811816754,0.005847149,18,2.643801956,0.914048443,11.63446055,0.914692703,0.1307239,55,3.056677727,0.919280864,12.38863611,0.762771046,0.204787783,71,3.279684341,0.939310263,16.47725047,0.769394943,0.082364541,45,2.608811181,0.842256642,6.339411127,0.685327682,10.69,1.16,2.045412,6.250552,NA,2.57,77.84,20.88,19.13,58.47,NA,NA,11.5532,3.5462,15.0994,23.188,87.28,1138.44,53.42,52.524,1.692,156.712,0.404,0.408,13.368,8.696,0.292,35.284,61.66,8.212040705,66.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51914862,27.24042,2.7,0,0.04,13.6,10.6,93.46,170.4,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high B,","Fall 2021",1.177,117.7,0.027,51.914862,2.724042,19.0580255370512,15.0994,62.657927,50.58156,10.696008,NA,NA,0.734950450771564,49.25289642,214.09,10.696008,NA,NA,NA,NA,NA,NA,0.538461538461538,0.438473663628264,0.5,0.526278885339196,1,0.684958177098356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"76",946,"416","4","0-10 cm","2021","Fall","Corn-Cotton-Soybean","Wheat-Clover",0.219723183,NA,38.8021,6.7,2.898344,51.295888,15.420428,43.26567,15.115858,110.574517,6.65747,NA,NA,1044,6.560423738,0.997795515,453.6207397,0.943835213,514,5.090661833,0.985713397,69.99564702,0.815520627,0.023518894,42,3.522403233,0.963416094,27.33442393,0.942406256,0.084069731,45,2.717569752,0.873413209,7.899718397,0.713898266,0.27590001,69,3.066211813,0.903667549,10.38071794,0.724169742,0.054808651,28,2.628395959,0.882065588,8.479289309,0.788785908,11.03,1.16,2.37524,6.034336,NA,2,69.44,26.28,21.53,54.71,NA,NA,14.7983,6.98,21.7783,26.288,75.588,1262.04,48.344,56.072,2.576,170.348,0.428,0.464,11.484,9.008,0.324,36.016,61.97,13.99321605,63.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619559226,18.879234,1.1,150.6,2.08,0,0,0,167.45,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high nh-n, high inorg. n, high P, high B,","Fall 2021",1.5268,152.68,0.011,61.9559226,1.8879234,32.8169684214942,21.7783,76.27213,58.381528,10.5108365,NA,NA,0.71705399459798,49.25289642,214.09,10.5108365,NA,NA,NA,NA,NA,NA,0.538461538461538,0.473091217386938,0.333333333333333,0.455127468992899,1,0.663686184020767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"77",949,"417","4","0-10 cm","2021","Fall","Corn-Cotton-Soybean","Wheat",0.20971867,NA,85.0122,6.74,2.620011,45.813247,11.734287,34.632735,35.230568,109.37729,4.644115,NA,NA,1346,6.817985718,0.998365521,611.8158207,0.946299436,576,5.151105662,0.983721192,61.42956092,0.810418252,0.013263927,27,2.980263628,0.931968672,14.69911041,0.904250953,0.100280294,60,3.162627011,0.920753543,12.61886064,0.772437923,0.175133891,72,3.484337645,0.94944046,19.77866092,0.814732211,0.054181891,38,2.868319564,0.880933601,8.398675126,0.788522783,9.59,1.02,1.7840088,5.429236,NA,1.51,74.68,21.56,18.6,56.61,NA,NA,10.8773,3.5063,14.3836,24.64,75.324,1048.768,38.8,56.56,1.308,166.408,0.332,0.436,12.1,7.276,0.344,29.648,49.04,14.22016302,67.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96513906,34.16696,3.4,236.4,0,0,0,0,154.2,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n, high P,","Fall 2021",2.364,236.4,0.034,96.513906,3.416696,28.2477299707085,14.3836,64.81166,69.863303,9.679134,NA,NA,0.636671606699679,49.25289642,214.09,9.679134,NA,NA,NA,NA,NA,NA,0.153846153846154,0.410319402593935,0.666666666666667,0.548928387642152,1,0.568142486299394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
