"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","soilsap_relabund","soilsap_richness","soilsap_shannon.div","soilsap_simpson.div","soilsap_invsimpson.div","soilsap_evenness","littersap_relabund","littersap_richness","littersap_shannon.div","littersap_simpson.div","littersap_invsimpson.div","littersap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","Season.Year","agb","agb0","weeds","inputC0","inputN0","inputCN","inorgN0","EEA_C","EEA_N","corn_yield","soybean_yield","cotton_yield","Yield_scaled","Yield_min","Yield_max","corn_yield_2021","corn_yield_2022","corn_yield_2023","cotton_yield_2022","soybean_yield_2021","soybean_yield_2022","soybean_yield_2023","multifunctionality_index_soil","multifunctionality_index_soil2","multifunctionality_index_agronomy","multifunctionality_index_agronomy2","multifunctionality_index_yield","multifunctionality_index_yield2","tissue.N.percent_scaled","tissue.P.percent_scaled","tissue.K.percent_scaled","tissue.Ca.percent_scaled","tissue.Mg.percent_scaled","tissue.S.percent_scaled","tissue.B.ppm_scaled","tissue.Cu.ppm_scaled","tissue.Fe.ppm_scaled","tissue.Mn.ppm_scaled","tissue.Zn.ppm_scaled","tissue.Na.ppm_scaled","multifunctionality_index_nutrition","multifunctionality_index_nutrition2","YearN"
"108",1522,"208","2","0-10 cm","2022","Fall","Soybean-Soybean-Soybean","Clover",0.200520833,NA,155.9,6.35,4.605007,32.991686,15.024261,26.060521,8.911632,56.044336,4.373468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,1.25,4.834,7.327,NA,2,80.6,16.08,40.62,61.57,NA,407.7425,19.7654,2.5558,22.3212,19.896,84.8,1109.6,82.92,45.968,3.6228,141.76,0.3664,0.4508,15.88,7.456,0.44388,42.52,84.8687,27.0929,86.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.083873598,59.606032,18.52,0,250.3,0,0,0,51.75,"Soybean",5.04,0.71,2.74,1.29,0.4,0.33,44,11,105,56,58,26,"note: high no-n, high inorg. n, high wen,","Fall 2022",2.503,250.3,0.1852,108.3873598,5.9606032,18.1839582611371,22.3212,56.994422,34.972153,NA,3.4801875,NA,0.36645032451323,37.07,77.13,NA,NA,NA,NA,NA,3.4801875,NA,0.692307692307692,0.565580798559391,0.666666666666667,0.598510282376405,1,0.543905150055576,0.111510791366906,0.319148936170213,0.576190476190476,0.903225806451613,0.36,0.652173913043478,0.41025641025641,0.300653594771242,0.1328125,0.0454545454545455,0.364864864864865,0.00749063670411985,0.25,0.348648539606156,3
"109",1525,"209","2","0-10 cm","2022","Fall","Soybean-Soybean-Soybean","Wheat-Clover",0.20212766,NA,161.84,6.4,6.864936,44.327796,22.04973,28.07506,12.216954,94.704249,7.238333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,1.24,5.323,7.977,NA,2.44,82.24,14.2,44.29,66.37,NA,410.6013,16.8927,2.0157,18.9084,20.66,90.64,1333.6,79.44,47.208,2.442,163.76,0.3388,0.4396,20.144,8.436,0.49896,43.48,85.6037,17.9979,88.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.211083062,32.485992,12.32,163.22,117.48,0,0,0,54.7,"Soybean",5.15,0.67,2.6,1.27,0.42,0.34,47,10.5,126,68,62,25,"note: high ag, high no-n, high inorg. n,","Fall 2022",2.807,280.7,0.1232,121.1083062,3.2485992,37.2801625389799,18.9084,80.480795,40.292014,NA,3.678575,NA,0.440089865202197,37.07,77.13,NA,NA,NA,NA,NA,3.678575,NA,0.692307692307692,0.59236824178746,0.5,0.491094081238968,1,0.653204890700259,0.151079136690647,0.234042553191489,0.50952380952381,0.870967741935484,0.44,0.695652173913044,0.48018648018648,0.26797385620915,0.296875,0.181818181818182,0.418918918918919,0.00561797752808989,0.25,0.379387985826275,3
"110",1528,"210","2","0-10 cm","2022","Fall","Soybean-Soybean-Soybean","SHM",0.188311688,NA,98.25,6.39,6.378797,42.947778,22.401233,28.320243,3.323936,105.977746,7.18927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67,1.28,4.48,7.672,NA,2,82.76,13.44,32.77,56.12,NA,407.7425,17.5933,2.8562,20.4495,16.124,92.24,1212.8,73.52,55.064,4.648,174,0.2756,0.4892,24.872,8.212,0.49752,37.252,79.0212,38.4054,67.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696006368,35.560124,2.76,0,8.58,0,85.58,77.28,55.35,"Soybean",5.43,0.75,2.86,1.23,0.43,0.34,46,10.9,103,53,60,22,"note: high no-n, high inorg. n, high wen, high Zn, high Fe,","Fall 2022",1.7144,171.44,0.0276,69.6006368,3.5560124,19.5726642573012,20.4495,78.917078,31.644179,NA,3.7222875,NA,0.456315526709935,37.07,77.13,NA,NA,NA,NA,NA,3.7222875,NA,0.692307692307692,0.571953406023215,0.333333333333333,0.52386125482138,1,0.67728788440163,0.251798561151079,0.404255319148936,0.633333333333333,0.806451612903226,0.48,0.695652173913044,0.456876456876457,0.294117647058824,0.1171875,0.0113636363636364,0.391891891891892,0,0.25,0.378577344386702,3
"111",1531,"211","2","0-10 cm","2022","Fall","Corn-Soybean-Corn","Clover",0.172459893,NA,126.1,6.56,6.517924,54.194459,24.332901,33.682926,13.081337,99.386629,8.393185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.03,1.06,3.584,7.461,NA,1.76,82.72,14.68,35.73,74.39,NA,389.1601,10.7623,1.8799,12.6422,16.264,92.16,1266.4,62.6,52.632,1.8684,190.32,0.29,0.3556,20.8,6.504,0.43452,42.72,67.7587,9.3454,53.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87872207,47.860332,12.5,0,199.98,0,0,0,58.06,"Soybean",5.36,0.67,2.55,1.18,0.4,0.34,46.3,11.1,122,87,63,26,"note: high no-n,","Fall 2022",1.9998,199.98,0.125,87.872207,4.7860332,18.360133189214,12.6422,93.438469,46.764263,NA,3.904535,NA,0.523964053919121,37.07,77.13,NA,NA,NA,NA,NA,3.904535,NA,0.230769230769231,0.433287835463368,0.5,0.576483741059102,1,0.777695442756576,0.226618705035971,0.234042553191489,0.485714285714286,0.725806451612903,0.36,0.695652173913044,0.463869463869464,0.30718954248366,0.265625,0.397727272727273,0.432432432432432,0.00749063670411985,0.166666666666667,0.383514043140387,3
"112",1534,"212","2","0-10 cm","2022","Fall","Corn-Soybean-Corn","No cover",0.168612192,NA,90.59,6.6,5.10433,39.521223,21.260633,39.02052,13.729123,98.06032,6.440566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,1.01,3.344,5.702,NA,1.44,82.04,15.8,35.65,60.79,NA,367.7188,11.972,2.1688,14.1408,14.344,94.24,1183.2,64.28,45.704,2.5976,179.04,0.2772,0.3836,18.952,7.972,0.5832,45.64,62.5562,29.0079,64.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12396978,7.83972,30.6,0,0,0,0,0,57.9,"Soybean",5.17,0.72,2.67,1.29,0.41,0.35,46.2,9.1,134,70,55,32,"note: high no-n, high inorg. n, high wen,","Fall 2022",NA,NA,0.306,12.396978,0.783972,15.8130366900859,14.1408,72.326752,52.749643,NA,3.893775,NA,0.519970044932601,37.07,77.13,NA,NA,NA,NA,NA,3.893775,NA,0.153846153846154,0.41503210984119,0.6,0.458518922541436,1,0.771767321230085,0.158273381294964,0.340425531914893,0.542857142857143,0.903225806451613,0.4,0.739130434782609,0.461538461538462,0.176470588235294,0.359375,0.204545454545455,0.324324324324324,0.0187265917602996,0.25,0.385741059808755,3
"113",1537,"213","2","0-10 cm","2022","Fall","Corn-Soybean-Corn","Wheat",0.17739816,NA,145.72,6.61,6.472085,42.442344,23.074687,29.076643,16.151594,111.936082,7.818242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,1.14,3.637,6.251,NA,1.84,80.56,16.92,33.4,57.41,NA,372.0071,12.4094,1.8665,14.2759,15.964,87.76,1122.4,62.28,43.296,2.6496,173.68,0.2628,0.4496,21.984,7.476,0.4232,33.58,65.7312,13.9754,87.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536493088,13.755904,0,128.32,0,0,0,0,51.14,"Soybean",5.03,0.66,2.36,1.15,0.37,0.33,40.5,9.9,111,65,59,44,"note: high no-n, high inorg. n,","Fall 2022",1.2832,128.32,0,53.6493088,1.3755904,39.0009328358209,14.2759,79.807358,45.228237,NA,3.439165,NA,0.351223165252122,37.07,77.13,NA,NA,NA,NA,NA,3.439165,NA,0.461538461538462,0.483827832731127,0.166666666666667,0.335539854082424,1,0.521304186735828,0.107913669064748,0.212765957446808,0.395238095238095,0.677419354838709,0.24,0.652173913043478,0.328671328671329,0.228758169934641,0.1796875,0.147727272727273,0.378378378378378,0.0411985018726592,0.166666666666667,0.29916101176801,3
"114",1540,"214","2","0-10 cm","2022","Fall","Corn-Soybean-Corn","Wheat-Clover",0.197704082,NA,132.9,6.56,8.304658,55.290278,30.139652,34.293404,17.45456,127.557648,9.968276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,1.17,4.604,7.84,NA,2.12,78.24,19.08,40.75,69.38,NA,409.1719,14.3576,2.4249,16.7825,16.884,121.2,965.6,56.16,42.616,2.0932,161.04,0.2352,0.3496,18.512,7.34,0.4374,34.28,68.5387,16.0929,65.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604701204,20.352316,0.04,86.58,62.74,0,0,0,59.95,"Soybean",4.73,0.64,2.49,1.17,0.36,0.31,39.1,8.9,106,53,53,32,"note: high ag, high no-n, high inorg. n, high K,","Fall 2022",1.4932,149.32,4e-04,60.4701204,2.0352316,29.7116654438738,16.7825,103.702864,51.747964,NA,4.0316375,NA,0.571143285072392,37.07,77.13,NA,NA,NA,NA,NA,4.0316375,NA,0.692307692307692,0.542871670986402,0.333333333333333,0.449372773420997,1,0.847721378288255,0,0.170212765957447,0.457142857142857,0.709677419354839,0.2,0.565217391304348,0.296037296037296,0.163398692810458,0.140625,0.0113636363636364,0.297297297297297,0.0187265917602996,0.166666666666667,0.252474912335706,3
"115",1543,"215","2","0-10 cm","2022","Fall","Corn-Soybean-Corn","SHM",0.203947368,NA,148.25,6.14,7.080345,58.511212,31.511885,32.216013,19.2605,120.598736,9.858275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07,1.15,4.35,7.619,NA,2.2,76.8,21.36,39.3,68.82,NA,416.0188,17.18,2.4538,19.6338,17.964,103.76,1076,65.92,43.344,2.3208,162.48,0.2412,0.4052,20.032,9.276,0.43632,37.584,66.7262,18.4804,59.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874923264,41.717136,0,0,37.34,0,75.84,97.3,61.71,"Soybean",5.45,0.74,2.61,1.12,0.4,0.34,43.3,11.2,115,64,76,23,"note: high ag, high no-n, high inorg. n,","Fall 2022",2.1048,210.48,0,87.4923264,4.1717136,20.9727547931382,19.6338,106.961717,51.476513,NA,4.1499975,NA,0.615077383924114,37.07,77.13,NA,NA,NA,NA,NA,4.1499975,NA,0.615384615384615,0.544032812571346,0.5,0.583415575717755,1,0.912930715079659,0.258992805755396,0.382978723404255,0.514285714285714,0.629032258064516,0.36,0.695652173913044,0.393939393939394,0.313725490196078,0.2109375,0.136363636363636,0.608108108108108,0.00187265917602996,0.333333333333333,0.375490705267181,3
"116",1546,"216","2","0-10 cm","2022","Fall","Corn-Corn-Corn","No cover",0.185421995,NA,64.15,6.27,5.177637,40.333671,19.945148,26.900707,3.651843,132.672581,7.08488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.24,1,3.404,6.675,NA,1.68,72.24,26.52,33.24,65.19,NA,370.2892,4.5303,1.5429,6.0732,15.648,120.32,1010.4,84.92,43.584,2.7888,151.36,0.2976,0.56,22.232,10.992,0.48924,43.68,64.7687,4.0904,59.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075390096,2.751248,18.44,0,0,0,0,0,126.276043,"Corn",3.47,0.41,1.89,0.82,0.25,0.24,13,14.3,152,109,53,53,"note: high K,","Fall 2022",NA,NA,0.1844,7.5390096,0.2751248,27.402144772118,6.0732,72.541336,30.55255,7.92634721911,NA,NA,0.46726826004085,49.25289642,214.09,NA,7.92634721911,NA,NA,NA,NA,NA,0.384615384615385,0.383501774059316,0.2,0.366784819390814,1,0.569939345831362,0.555555555555556,0.294117647058823,0.282828282828283,0.685714285714285,0.769230769230769,0.857142857142857,0.879032258064516,0.608391608391609,0.292035398230089,0.829787234042553,0.848484848484849,0.478260869565217,0.666666666666667,0.615048467859117,3
"117",1549,"217","2","0-10 cm","2022","Fall","Corn-Corn-Corn","Wheat",0.189340814,NA,0,6.39,7.754602,50.346636,25.754547,33.048871,4.519318,121.000285,9.989889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41,1.06,5.724,7.162,NA,2.36,71.76,26.56,54.99,68.8,NA,391.7249,0.7093,1.0528,1.7621,17.188,90.24,997.6,96,34.696,2.4416,139.04,0.3036,0.5428,21.696,11.588,0.48996,41.88,76.5937,16.2379,58.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48623758,13.94256,3.68,112.14,0,0,0,0,122.526478,"Corn",3.57,0.41,1.97,0.77,0.24,0.25,12.4,15.4,136,78,48,42,"note: high ag, high POC,","Fall 2022",1.1214,112.14,0.0368,48.623758,1.394256,34.8743401498721,1.7621,93.845674,37.568189,7.69098702406,NA,NA,0.444521166585764,49.25289642,214.09,NA,7.69098702406,NA,NA,NA,NA,NA,0.461538461538462,0.430895056710991,0.166666666666667,0.361538933861684,1,0.542194119647535,0.666666666666666,0.294117647058823,0.363636363636364,0.542857142857143,0.692307692307692,1,0.830645161290323,0.685314685314685,0.150442477876106,0.170212765957447,0.696969696969697,0.318840579710145,0.583333333333333,0.534334239970424,3
"118",1552,"218","2","0-10 cm","2022","Fall","Corn-Corn-Corn","Wheat-Clover",0.187845304,NA,150.5,6.4,9.395537,57.178706,30.545524,21.894425,15.963482,151.418274,11.022459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21,1.14,4.535,6.309,NA,2.12,69.64,27.92,40.45,56.28,NA,431.7383,7.2778,3.3886,10.6664,17.516,87.12,1169.6,90.24,34.104,2.712,140.96,0.3012,0.4912,23.152,11.404,0.47772,42.92,73.6687,6.9879,59.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63516258,19.54035,0,126.58,29.12,0,0,0,120.4524887,"Corn",3.46,0.4,1.89,0.87,0.28,0.25,8.1,17.2,141,83,54,38,"note: high ag,","Fall 2022",1.557,155.7,0,63.516258,1.954035,32.5051792828685,10.6664,108.142226,37.857907,7.560802715699,NA,NA,0.431939112819007,49.25289642,214.09,NA,7.560802715699,NA,NA,NA,NA,NA,0.615384615384615,0.491868205309804,0.166666666666667,0.413850131118105,1,0.526847458839858,0.544444444444444,0.235294117647059,0.282828282828283,0.828571428571429,1,1,0.483870967741935,0.811188811188811,0.194690265486726,0.276595744680851,0.878787878787879,0.260869565217391,0.5,0.566428458882901,3
"119",1555,"219","2","0-10 cm","2022","Fall","Corn-Corn-Corn","SHM",0.185888738,NA,175.87,6.44,8.575965,50.151791,29.666745,27.836251,11.53497,133.060329,13.297782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23,1.05,5.807,7.377,NA,2.56,70.32,29.52,56.77,72.11,NA,450.316,5.0558,1.9617,7.0175,16.36,105.52,1016,95.32,33.12,8.508,133.04,0.2816,0.59,22.024,11.532,0.47628,41.04,73.1712,5.1529,77.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742946708,37.703558,0,0,10.36,0,107.88,62.94,122.0675252,"Corn",3.37,0.4,2,0.7,0.26,0.23,11.1,16.5,134,102,54,48,"note: high ag, high POC, high Zn,","Fall 2022",1.8118,181.18,0,74.2946708,3.7703558,19.7049495434887,7.0175,101.692283,39.371221,7.662178556804,NA,NA,0.441736885680359,49.25289642,214.09,NA,7.662178556804,NA,NA,NA,NA,NA,0.538461538461538,0.503202341695408,0.333333333333333,0.533888557004714,1,0.538798059239541,0.444444444444444,0.235294117647059,0.393939393939394,0.342857142857143,0.846153846153846,0.714285714285714,0.725806451612903,0.762237762237762,0.132743362831858,0.680851063829787,0.878787878787879,0.405797101449275,0.5,0.546933190006422,3
"120",1558,"220","2","0-10 cm","2022","Fall","Corn-Corn-Corn","Clover",0.17617237,NA,133.81,6.28,6.122509,47.471399,21.174097,25.246141,17.27963,155.650774,8.64865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,1,3.642,5.668,NA,2.08,71.2,27.36,38.62,60.1,NA,334.5629,5.2546,1.7451,6.9997,11.604,91.12,1019.2,81.96,34.008,1.72,141.76,0.2252,0.5512,23.576,11.66,0.49248,36.124,73.4962,3.8554,57.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42753857,23.198118,12.86,0,90.56,0,0,0,114.5693277,"Corn",3.23,0.39,2.02,0.71,0.25,0.23,10.9,11,130,92,54,45,"note: high Fe,","Fall 2022",0.9056,90.56,0.1286,42.753857,2.3198118,18.4298816826434,6.9997,83.416655,42.525771,7.191516699729,NA,NA,0.396248355870316,49.25289642,214.09,NA,7.191516699729,NA,NA,NA,NA,NA,0.230769230769231,0.409372986748397,0.333333333333333,0.440336565690139,0,0.483314506985211,0.288888888888889,0.176470588235294,0.414141414141414,0.371428571428571,0.769230769230769,0.714285714285714,0.709677419354839,0.377622377622378,0.0973451327433628,0.468085106382979,0.878787878787879,0.36231884057971,0.333333333333333,0.469023558473483,3
"121",1561,"301","3","0-10 cm","2022","Fall","Corn-Soybean-Corn","Clover",0.215686275,NA,119.4,6.35,4.531753,51.75723,15.152906,41.409388,11.95514,165.191966,9.442609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,1.04,3.196,7.377,NA,1.84,87.2,11.52,31.55,72.82,NA,370.2892,12.9095,2.0687,14.9782,16.904,94.8,1167.2,42.984,56.136,3.5676,199.6,0.3284,0.8384,17.92,8.46,0.94644,45.2,53.8062,38.6954,76.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.273390784,87.579344,1.2,0,313.36,0,0,0,56.96,"Soybean",5.68,0.83,2.91,1,0.41,0.35,38.6,10.8,118,91,62,35,"note: high no-n, high inorg. n, high wen, high Cu, high Ni,","Fall 2022",3.1336,313.36,0.012,127.3390784,8.7579344,14.5398529589352,14.9782,80.884498,53.364528,NA,3.83056,NA,0.496505242136795,37.07,77.13,NA,NA,NA,NA,NA,3.83056,NA,0.461538461538462,0.529054923598597,0.833333333333333,0.735607869048653,1,0.736939607261949,0.341726618705036,0.574468085106383,0.657142857142857,0.435483870967742,0.4,0.739130434782609,0.284382284382284,0.287581699346405,0.234375,0.443181818181818,0.418918918918919,0.0243445692883895,0.25,0.403394679735204,3
"122",1564,"302","3","0-10 cm","2022","Fall","Corn-Soybean-Corn","No cover",0.203193033,NA,2.82,6.36,3.934687,35.187449,9.456187,29.479921,7.788234,66.325393,6.637922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,1,3.868,6.27,NA,1.68,86.24,11.44,39.67,64.3,NA,325.9886,17.3054,9.8983,27.2037,20.644,99.6,1011.2,39.392,63.208,2.6252,180.48,0.3356,0.484,16.128,10.024,0.47808,40.36,60.7887,17.1929,78.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40334302,13.4589,98.6,0,0,0,0,0,50.66,"Soybean",5.19,0.8,2.95,1.09,0.4,0.35,43.1,11.3,99,91,63,26,"note: high no-n, high nh-n, high inorg. n, high Mn,","Fall 2022",NA,NA,0.986,40.334302,1.34589,29.9684981684982,27.2037,55.216245,37.268155,NA,3.406885,NA,0.339241138292561,37.07,77.13,NA,NA,NA,NA,NA,3.406885,NA,0.461538461538462,0.440962940763793,0,0.285467891716018,1,0.503519822156354,0.165467625899281,0.51063829787234,0.676190476190476,0.580645161290323,0.36,0.739130434782609,0.389277389277389,0.320261437908497,0.0859375,0.443181818181818,0.432432432432432,0.00749063670411985,0.333333333333333,0.392554434211607,3
"123",1567,"303","3","0-10 cm","2022","Fall","Corn-Soybean-Corn","SHM",0.210875332,NA,74.33,6.16,3.233245,19.949653,4.970625,13.236085,5.815836,36.63361,3.374114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44,1.08,3.349,6.388,NA,1.84,83.72,13.12,32.08,61.19,NA,380.2925,14.308,4.1695,18.4775,16.88,52.792,845.6,24.768,35.992,2.156,182.96,0.3156,0.5112,15.128,9.28,0.4482,37.472,57.1387,14.6029,73.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8035764,36.8424,0,0,36,0,36.8,131.2,53.89,"Soybean",4.92,0.84,2.96,1,0.4,0.35,41.6,10.9,88,80,63,23,"note: high no-n, high inorg. n,","Fall 2022",2.04,204,0,80.35764,3.68424,21.8111849390919,18.4775,31.527637,19.051921,NA,3.6241025,NA,0.419870194707938,37.07,77.13,NA,NA,NA,NA,NA,3.6241025,NA,0.384615384615385,0.402038653428075,0.333333333333333,0.53077031348744,1,0.623193775472397,0.068345323741007,0.595744680851064,0.680952380952381,0.435483870967742,0.36,0.739130434782609,0.354312354312354,0.294117647058824,0,0.318181818181818,0.432432432432432,0.00187265917602996,0.25,0.356714466871355,3
"124",1570,"304","3","0-10 cm","2022","Fall","Corn-Soybean-Corn","Wheat-Clover",0.215116279,NA,90.68,6.27,5.278938,38.621011,13.990062,24.48268,13.929985,67.670674,6.360319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.61,1.1,3.19,6.946,NA,1.88,83.48,13.36,30.07,65.46,NA,373.1473,13.8585,2.0638,15.9223,16.9,99.16,1081.6,45.344,51.392,2.1232,184.8,0.2988,0.4736,19.032,8.296,0.4084,39.048,67.4362,22.2679,66.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.036998304,45.41752,47.38,36.3,165.42,0,0,0,64.06,"Soybean",5.06,0.81,2.85,0.96,0.41,0.33,41.3,9.8,90,76,58,22,"note: high no-n, high inorg. n,","Fall 2022",2.0172,201.72,0.4738,103.6998304,4.541752,22.832561179034,15.9223,64.25033,38.412665,NA,4.308035,NA,0.67373939091363,37.07,77.13,NA,NA,NA,NA,NA,4.308035,NA,0.461538461538462,0.458427847032851,0.666666666666667,0.554109817102791,1,1,0.118705035971223,0.531914893617021,0.628571428571429,0.370967741935484,0.4,0.652173913043478,0.347319347319347,0.222222222222222,0.015625,0.272727272727273,0.364864864864865,0,0.25,0.327090976689362,3
"125",1573,"305","3","0-10 cm","2022","Fall","Corn-Soybean-Corn","Wheat",0.192572215,NA,73.38,6.33,3.981327,29.882946,9.693565,19.019633,10.910059,63.990666,5.144931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,1.01,2.382,6.551,NA,1.28,83.24,13.96,24.86,68.38,NA,367.4311,10.9613,1.7962,12.7575,16.448,92.24,962.4,42.032,55.288,3.3668,189.2,0.272,0.5632,23.08,8.788,0.47,31.692,54.7562,9.3179,64.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476098116,13.654212,0,113.88,0,0,0,0,52.4,"Soybean",4.94,0.78,2.88,1.08,0.41,0.33,42.5,10.6,99,80,55,34,"note: high no-n,","Fall 2022",1.1388,113.88,0,47.6098116,1.3654212,34.8682235195997,12.7575,48.702769,29.929692,NA,3.5239,NA,0.382675986020969,37.07,77.13,NA,NA,NA,NA,NA,3.5239,NA,0.230769230769231,0.355176849941702,0.166666666666667,0.354074316317444,1,0.567988143756947,0.0755395683453237,0.468085106382979,0.642857142857143,0.564516129032258,0.4,0.652173913043478,0.375291375291375,0.274509803921569,0.0859375,0.318181818181818,0.324324324324324,0.0224719101123595,0.25,0.350324049291052,3
