"","YearN","response","SE","df","lower.CL","upper.CL",".group","Year"
"1",2,58.600540125,3.66738296964377,3,46.9292907431968,70.2717895068032,"A","2021"
"3",3,39.5668148375,3.66738296964378,3,27.8955654556968,51.2380642193032,"B","2022"
"2",4,60.9421,3.66738296964376,3,49.2708506181968,72.6133493818032,"A","2023"
